ENA.Accession.Number,Isolate,Lane.accession,Sequecning Status,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
ERS358099,11679_6#80,ERR435371,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358112,11679_6#81,ERR435372,Previously sequenced,2011,S,S,,R,S,S,S,,S,,,S
ERS358130,11679_6#82,ERR435373,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358145,11679_6#83,ERR435374,Previously sequenced,2004,S,R,,R,R,R,R,,S,,,R
ERS358152,11679_6#84,ERR435375,Previously sequenced,2005,S,S,,R,R,I,S,,S,,,S
ERS358157,11679_6#85,ERR435376,Previously sequenced,2007,S,S,,R,R,S,S,,S,,,S
ERS358161,11679_6#86,ERR435377,Previously sequenced,2006,S,S,,R,S,S,S,,S,,,S
ERS358170,11679_6#87,ERR435378,Previously sequenced,2007,S,S,,R,R,S,S,,S,,,S
ERS358180,11679_6#88,ERR435379,Previously sequenced,2010,S,S,,R,R,S,S,,S,,,S
ERS358188,11679_6#89,ERR435380,Previously sequenced,2011,S,S,,R,R,S,S,,S,,,S
ERS357005,11679_6#8,ERR435299,Previously sequenced,2011,S,S,R,,R,S,S,S,I,I,R,S
ERS358200,11679_6#90,ERR435381,Previously sequenced,2010,S,S,R,,S,S,S,S,S,S,R,S
ERS358202,11679_6#91,ERR435382,Previously sequenced,2004,S,S,,S,S,S,S,,S,,,S
ERS358215,11679_6#92,ERR435383,Previously sequenced,2006,R,R,,R,R,R,R,,R,,,R
ERS358230,11679_6#93,ERR435384,Previously sequenced,2008,I,R,,R,R,I,R,,I,,,R
ERS358240,11679_6#94,ERR435385,Previously sequenced,2011,R,R,,R,R,S,R,,R,,,R
ERS358257,11679_6#95,ERR435386,Previously sequenced,2011,S,R,,R,R,S,R,,S,,,R
ERS358268,11679_6#96,ERR435387,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS357006,11679_6#9,ERR435300,Previously sequenced,2011,S,S,R,,S,S,S,I,S,S,R,S
ERS357115,11679_7#10,ERR435397,Previously sequenced,2012,S,S,S,,S,S,S,I,S,S,S,S
ERS357131,11679_7#11,ERR435398,Previously sequenced,2012,S,S,R,,R,S,S,S,S,S,S,S
ERS357134,11679_7#12,ERR435399,Previously sequenced,2012,S,S,S,,S,S,S,I,S,S,R,S
ERS357145,11679_7#13,ERR435400,Previously sequenced,2012,S,S,R,,S,S,S,S,S,S,S,S
ERS357164,11679_7#14,ERR435401,Previously sequenced,2001,S,,,R,S,S,S,,S,,,S
ERS357170,11679_7#15,ERR435402,Previously sequenced,2001,S,,,R,S,S,S,,S,,,S
ERS357173,11679_7#16,ERR435403,Previously sequenced,2001,S,,,S,S,S,S,,S,,,S
ERS357180,11679_7#17,ERR435404,Previously sequenced,2001,S,,,S,S,S,S,,S,,,S
ERS357190,11679_7#18,ERR435405,Previously sequenced,2001,S,,,R,S,S,S,,S,,,S
ERS357196,11679_7#19,ERR435406,Previously sequenced,2001,S,,,R,S,S,S,,S,,,S
ERS356932,11679_7#1,ERR435388,Previously sequenced,2010,S,S,S,,S,S,S,S,S,S,S,S
ERS357208,11679_7#20,ERR435407,Previously sequenced,2012,S,S,S,,S,S,S,I,S,S,R,R
ERS357305,11679_7#21,ERR435408,Previously sequenced,2002,S,S,,R,R,S,S,,S,,,S
ERS357315,11679_7#22,ERR435409,Previously sequenced,2002,S,S,,R,R,S,S,,S,,,S
ERS357328,11679_7#23,ERR435410,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357329,11679_7#24,ERR435411,Previously sequenced,2002,S,S,,R,S,S,S,,R,,,R
ERS357351,11679_7#26,ERR435413,Previously sequenced,2003,S,S,,R,R,S,S,,S,,,S
ERS357378,11679_7#27,ERR435414,Previously sequenced,2002,S,S,,S,S,S,R,,S,,,S
ERS357517,11679_7#28,ERR435415,Previously sequenced,2004,S,S,,S,S,S,S,,S,,,S
ERS357594,11679_7#29,ERR435416,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS356960,11679_7#2,ERR435389,Previously sequenced,2010,S,S,S,,S,S,S,S,S,S,S,S
ERS357602,11679_7#30,ERR435417,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357603,11679_7#31,ERR435418,Previously sequenced,2005,S,S,,S,S,S,R,,S,,,S
ERS357604,11679_7#32,ERR435419,Previously sequenced,2005,S,S,,R,S,S,S,,S,,,S
ERS357617,11679_7#34,ERR435421,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357637,11679_7#35,ERR435422,Previously sequenced,2005,S,S,,R,R,S,S,,S,,,S
ERS357641,11679_7#36,ERR435423,Previously sequenced,2006,S,S,,S,S,S,S,,S,,,S
ERS357668,11679_7#37,ERR435424,Previously sequenced,2006,S,S,,R,S,S,S,,S,,,S
ERS357696,11679_7#38,ERR435425,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS357709,11679_7#39,ERR435426,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS357717,11679_7#40,ERR435427,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS357730,11679_7#41,ERR435428,Previously sequenced,2006,S,S,,R,R,S,R,,S,,,R
ERS357743,11679_7#42,ERR435429,Previously sequenced,2009,S,S,,R,R,S,R,,S,,,R
ERS357746,11679_7#43,ERR435430,Previously sequenced,2008,S,S,,R,R,S,S,,S,,,S
ERS357747,11679_7#44,ERR435431,Previously sequenced,2008,R,R,,R,R,I,R,,R,,,R
ERS357759,11679_7#45,ERR435432,Previously sequenced,2008,S,S,,R,S,S,S,,S,,,S
ERS357789,11679_7#46,ERR435433,Previously sequenced,2006,S,S,,R,R,S,S,,S,,,S
ERS357803,11679_7#47,ERR435434,Previously sequenced,2007,S,S,,R,R,S,S,,R,,,S
ERS357804,11679_7#48,ERR435435,Previously sequenced,2006,S,S,,S,S,S,S,,S,,,S
ERS357806,11679_7#49,ERR435436,Previously sequenced,2007,S,S,,R,S,S,S,,R,,,R
ERS356979,11679_7#4,ERR435391,Previously sequenced,2010,S,S,R,,R,S,R,R,S,S,S,S
ERS357815,11679_7#50,ERR435437,Previously sequenced,2006,S,S,,R,S,S,S,,S,,,S
ERS357819,11679_7#51,ERR435438,Previously sequenced,2006,S,S,,R,S,S,S,,S,,,S
ERS357826,11679_7#52,ERR435439,Previously sequenced,2006,S,S,,S,S,S,S,,S,,,S
ERS357843,11679_7#53,ERR435440,Previously sequenced,2006,S,S,,R,S,S,R,,S,,,R
ERS357852,11679_7#54,ERR435441,Previously sequenced,2009,R,R,,R,R,S,R,,S,,,R
ERS357862,11679_7#55,ERR435442,Previously sequenced,2008,S,S,,S,S,S,S,,S,,,S
ERS357869,11679_7#56,ERR435443,Previously sequenced,2008,S,S,,R,R,S,S,,S,,,S
ERS357872,11679_7#57,ERR435444,Previously sequenced,2008,S,S,,R,S,S,S,,S,,,S
ERS357884,11679_7#58,ERR435445,Previously sequenced,2008,S,S,,R,S,S,S,,S,,,R
ERS357891,11679_7#59,ERR435446,Previously sequenced,2008,S,S,,S,S,S,S,,S,,,S
ERS356985,11679_7#5,ERR435392,Previously sequenced,2011,I,R,R,,R,S,R,R,S,R,R,R
ERS357906,11679_7#60,ERR435447,Previously sequenced,2008,S,S,,S,S,S,S,,S,,,S
ERS357915,11679_7#61,ERR435448,Previously sequenced,2009,S,S,,R,R,R,R,,S,,,S
ERS357922,11679_7#62,ERR435449,Previously sequenced,2008,S,S,,R,R,S,S,,S,,,S
ERS357930,11679_7#63,ERR435450,Previously sequenced,2009,R,S,,R,R,R,R,,S,,,S
ERS357935,11679_7#64,ERR435451,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS357949,11679_7#65,ERR435452,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS357950,11679_7#66,ERR435453,Previously sequenced,2009,S,S,,R,R,S,S,,S,,,S
ERS357959,11679_7#67,ERR435454,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS357965,11679_7#68,ERR435455,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS357971,11679_7#69,ERR435456,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS356989,11679_7#6,ERR435393,Previously sequenced,2011,S,S,S,,S,S,S,S,S,S,S,S
ERS357999,11679_7#70,ERR435457,Previously sequenced,2010,S,S,,R,R,S,R,,S,,,R
ERS358001,11679_7#71,ERR435458,Previously sequenced,2010,S,S,,S,S,S,R,,S,,,S
ERS358048,11679_7#72,ERR435459,Previously sequenced,2010,S,S,,S,S,S,S,,S,,,S
ERS358053,11679_7#73,ERR435460,Previously sequenced,2010,S,S,,S,S,S,S,,S,,,S
ERS358054,11679_7#74,ERR435461,Previously sequenced,2010,S,S,,R,S,S,S,,S,,,S
ERS358058,11679_7#75,ERR435462,Previously sequenced,2010,S,S,,R,R,S,S,,S,,,S
ERS358062,11679_7#76,ERR435463,Previously sequenced,2011,S,S,,R,S,S,S,,S,,,S
ERS358067,11679_7#77,ERR435464,Previously sequenced,2011,S,S,,R,R,S,S,,R,,,R
ERS358091,11679_7#78,ERR435465,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358100,11679_7#79,ERR435466,Previously sequenced,2011,S,S,,R,R,S,S,,S,,,S
ERS358107,11679_7#80,ERR435467,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358120,11679_7#81,ERR435468,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358134,11679_7#82,ERR435469,Previously sequenced,2003,S,S,,R,R,S,R,,S,,,R
ERS358177,11679_7#83,ERR435470,Previously sequenced,2009,S,S,,R,S,S,S,,R,,,S
ERS358185,11679_7#84,ERR435471,Previously sequenced,2009,S,S,,S,S,S,R,,S,,,S
ERS358190,11679_7#85,ERR435472,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358194,11679_7#86,ERR435473,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358195,11679_7#87,ERR435474,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358201,11679_7#88,ERR435475,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS358219,11679_7#89,ERR435476,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357010,11679_7#8,ERR435395,Previously sequenced,2011,S,S,R,,S,S,S,I,S,S,R,R
ERS358225,11679_7#90,ERR435477,Previously sequenced,2008,S,S,,R,S,S,S,,S,,,S
ERS358235,11679_7#91,ERR435478,Previously sequenced,2010,S,S,,S,S,S,S,,S,,,S
ERS358243,11679_7#92,ERR435479,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358246,11679_7#93,ERR435480,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,R
ERS358251,11679_7#94,ERR435481,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358260,11679_7#95,ERR435482,Previously sequenced,2010,R,R,,R,R,S,R,,S,,,S
ERS358265,11679_7#96,ERR435483,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS357013,11679_7#9,ERR435396,Previously sequenced,2011,S,S,R,,R,S,S,I,S,S,R,S
ERS357137,11679_8#10,ERR435493,Previously sequenced,2012,S,S,S,,S,S,S,S,S,S,S,S
ERS357142,11679_8#11,ERR435494,Previously sequenced,2012,R,R,R,,S,S,R,R,S,S,R,R
ERS357168,11679_8#12,ERR435495,Previously sequenced,2001,S,,,S,S,S,S,,S,,,S
ERS357171,11679_8#13,ERR435496,Previously sequenced,2001,S,,,S,S,S,S,,S,,,S
ERS357174,11679_8#14,ERR435497,Previously sequenced,2001,S,,,S,S,S,S,,S,,,S
ERS357231,11679_8#15,ERR435498,Previously sequenced,2001,S,,,R,S,S,S,,S,,,S
ERS357248,11679_8#16,ERR435499,Previously sequenced,2002,S,S,,R,S,S,S,,S,,,S
ERS357264,11679_8#17,ERR435500,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357269,11679_8#18,ERR435501,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357283,11679_8#19,ERR435502,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS356952,11679_8#1,ERR435484,Previously sequenced,2010,S,S,S,,S,S,S,I,S,S,S,S
ERS357296,11679_8#20,ERR435503,Previously sequenced,2002,S,S,,R,S,S,S,,S,,,S
ERS357300,11679_8#21,ERR435504,Previously sequenced,2002,S,S,,R,S,S,S,,S,,,S
ERS357312,11679_8#22,ERR435505,Previously sequenced,2002,S,S,,R,S,S,S,,S,,,S
ERS357322,11679_8#23,ERR435506,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357326,11679_8#24,ERR435507,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357327,11679_8#25,ERR435508,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357332,11679_8#26,ERR435509,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357334,11679_8#27,ERR435510,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357337,11679_8#28,ERR435511,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357339,11679_8#29,ERR435512,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS356976,11679_8#2,ERR435485,Previously sequenced,2010,S,S,R,,S,S,S,S,S,S,S,S
ERS357349,11679_8#30,ERR435513,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357352,11679_8#31,ERR435514,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357363,11679_8#32,ERR435515,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357379,11679_8#33,ERR435516,Previously sequenced,2002,R,R,,R,R,S,R,,S,,,S
ERS357388,11679_8#34,ERR435517,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357391,11679_8#35,ERR435518,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357393,11679_8#36,ERR435519,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357395,11679_8#37,ERR435520,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357402,11679_8#38,ERR435521,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357404,11679_8#39,ERR435522,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS356983,11679_8#3,ERR435486,Previously sequenced,2011,S,S,R,,R,S,R,R,S,S,S,S
ERS357411,11679_8#40,ERR435523,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,R
ERS357412,11679_8#41,ERR435524,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357436,11679_8#42,ERR435525,Previously sequenced,2004,S,S,,R,S,S,S,,S,,,S
ERS357448,11679_8#43,ERR435526,Previously sequenced,2004,S,S,,R,S,I,S,,S,,,S
ERS357475,11679_8#44,ERR435527,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357576,11679_8#45,ERR435528,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357581,11679_8#46,ERR435529,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357586,11679_8#47,ERR435530,Previously sequenced,2005,S,S,,R,R,S,S,,R,,,S
ERS357590,11679_8#48,ERR435531,Previously sequenced,2005,S,S,,R,S,S,S,,S,,,S
ERS357600,11679_8#49,ERR435532,Previously sequenced,2005,S,S,,R,S,S,S,,S,,,S
ERS356992,11679_8#4,ERR435487,Previously sequenced,2011,S,S,S,,S,S,S,S,S,S,S,S
ERS357619,11679_8#50,ERR435533,Previously sequenced,2005,S,S,,R,S,S,S,,S,,,S
ERS357639,11679_8#52,ERR435534,Previously sequenced,2006,S,S,,S,S,S,S,,S,,,S
ERS357659,11679_8#53,ERR435535,Previously sequenced,2006,S,S,,S,S,S,S,,S,,,S
ERS357663,11679_8#54,ERR435536,Previously sequenced,2006,S,S,,S,S,S,S,,S,,,S
ERS357671,11679_8#55,ERR435537,Previously sequenced,2007,R,R,,R,S,S,R,,S,,,R
ERS357673,11679_8#56,ERR435538,Previously sequenced,2007,S,S,,R,S,S,S,,S,,,S
ERS357677,11679_8#57,ERR435539,Previously sequenced,2007,S,S,,R,S,S,S,,S,,,S
ERS357682,11679_8#58,ERR435540,Previously sequenced,2007,S,S,,R,R,S,S,,S,,,S
ERS357710,11679_8#59,ERR435541,Previously sequenced,2007,S,S,,R,S,S,S,,R,,,R
ERS356997,11679_8#5,ERR435488,Previously sequenced,2011,S,S,S,,S,S,S,I,S,S,S,S
ERS357721,11679_8#60,ERR435542,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS357722,11679_8#61,ERR435543,Previously sequenced,2007,S,S,,R,R,S,S,,S,,,S
ERS357723,11679_8#62,ERR435544,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS357726,11679_8#63,ERR435545,Previously sequenced,2007,S,S,,R,R,S,S,,S,,,S
ERS357734,11679_8#64,ERR435546,Previously sequenced,2008,R,R,,R,R,R,R,,R,,,R
ERS357750,11679_8#65,ERR435547,Previously sequenced,2008,S,S,,R,S,S,S,,S,,,S
ERS357764,11679_8#66,ERR435548,Previously sequenced,2006,S,S,,R,S,S,S,,S,,,S
ERS357774,11679_8#67,ERR435549,Previously sequenced,2006,S,S,,R,R,S,S,,S,,,S
ERS357828,11679_8#68,ERR435550,Previously sequenced,2006,S,S,,R,S,S,S,,S,,,S
ERS357847,11679_8#69,ERR435551,Previously sequenced,2008,S,S,,R,S,S,S,,S,,,S
ERS357009,11679_8#6,ERR435489,Previously sequenced,2011,S,S,R,,S,S,S,I,R,R,S,R
ERS357913,11679_8#70,ERR435552,Previously sequenced,2009,S,S,,R,R,I,S,,R,,,S
ERS357914,11679_8#71,ERR435553,Previously sequenced,2009,S,S,,R,S,S,S,,S,,,S
ERS357921,11679_8#72,ERR435554,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS357977,11679_8#73,ERR435555,Previously sequenced,2010,S,S,,R,S,S,S,,S,,,S
ERS357990,11679_8#74,ERR435556,Previously sequenced,2010,S,S,,S,S,S,S,,S,,,S
ERS358043,11679_8#75,ERR435557,Previously sequenced,2010,S,S,,R,R,S,S,,I,,,R
ERS358046,11679_8#76,ERR435558,Previously sequenced,2010,S,S,,R,S,S,R,,S,,,S
ERS358051,11679_8#77,ERR435559,Previously sequenced,2010,S,S,,S,S,S,S,,S,,,S
ERS358085,11679_8#78,ERR435560,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358086,11679_8#79,ERR435561,Previously sequenced,2011,S,S,,R,S,S,S,,S,,,S
ERS357039,11679_8#7,ERR435490,Previously sequenced,2011,S,S,R,,S,S,S,S,S,S,R,R
ERS358089,11679_8#80,ERR435562,Previously sequenced,2011,I,I,,R,R,S,R,,S,,,S
ERS358153,11679_8#81,ERR435563,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS358159,11679_8#82,ERR435564,Previously sequenced,2007,S,S,,R,S,S,S,,S,,,S
ERS358160,11679_8#83,ERR435565,Previously sequenced,2006,S,I,,R,R,I,R,,S,,,S
ERS358165,11679_8#84,ERR435566,Previously sequenced,2008,S,S,,R,R,S,S,,S,,,S
ERS358168,11679_8#85,ERR435567,Previously sequenced,2008,S,S,,R,R,S,S,,R,,,R
ERS358169,11679_8#86,ERR435568,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS358176,11679_8#87,ERR435569,Previously sequenced,2009,S,S,,R,S,S,S,,S,,,S
ERS358181,11679_8#88,ERR435570,Previously sequenced,2010,S,S,,R,S,S,S,,S,,,S
ERS358205,11679_8#89,ERR435571,Previously sequenced,2006,S,S,,R,R,S,S,,S,,,R
ERS357100,11679_8#8,ERR435491,Previously sequenced,2012,S,S,S,,S,S,S,S,S,S,S,S
ERS358231,11679_8#90,ERR435572,Previously sequenced,2007,S,S,,R,R,S,S,,S,,,S
ERS358233,11679_8#91,ERR435573,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358247,11679_8#92,ERR435574,Previously sequenced,2011,S,S,,R,S,S,S,,S,,,R
ERS358249,11679_8#93,ERR435575,Previously sequenced,2011,S,S,,S,S,S,S,,S,,,S
ERS358252,11679_8#94,ERR435576,Previously sequenced,2011,S,S,,R,R,S,R,,S,,,S
ERS358256,11679_8#95,ERR435577,Previously sequenced,2011,S,S,,R,R,S,S,,S,,,S
ERS358271,11679_8#96,ERR435578,Previously sequenced,2008,S,S,,R,R,R,S,,S,,,S
ERS357113,11679_8#9,ERR435492,Previously sequenced,2012,I,S,R,,R,S,R,R,S,S,S,S
ERS357274,11791_3#10,ERR439542,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357281,11791_3#11,ERR439543,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357306,11791_3#12,ERR439544,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357308,11791_3#13,ERR439545,Previously sequenced,2002,S,S,,R,S,S,S,,S,,,S
ERS357314,11791_3#14,ERR439546,Previously sequenced,2002,S,S,,R,S,S,S,,S,,,S
ERS357320,11791_3#15,ERR439547,Previously sequenced,2002,S,S,,S,S,S,S,,S,,,S
ERS357321,11791_3#16,ERR439548,Previously sequenced,2002,S,S,,S,S,S,R,,S,,,S
ERS357325,11791_3#17,ERR439549,Previously sequenced,2002,S,S,,R,S,S,S,,S,,,S
ERS357336,11791_3#18,ERR439550,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357338,11791_3#19,ERR439551,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357081,11791_3#1,ERR439533,Previously sequenced,2012,S,S,R,,R,,S,R,S,S,I,R
ERS357341,11791_3#20,ERR439552,Previously sequenced,2003,S,S,,R,R,S,S,,S,,,S
ERS357344,11791_3#21,ERR439553,Previously sequenced,2003,S,S,,R,R,R,R,,I,,,S
ERS357345,11791_3#22,ERR439554,Previously sequenced,2003,S,S,,R,R,S,S,,S,,,S
ERS357346,11791_3#23,ERR439555,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357353,11791_3#24,ERR439556,Previously sequenced,2003,S,S,,R,R,R,S,,S,,,S
ERS357354,11791_3#25,ERR439557,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357356,11791_3#26,ERR439558,Previously sequenced,2003,S,S,,R,R,R,R,,S,,,S
ERS357360,11791_3#27,ERR439559,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357364,11791_3#28,ERR439560,Previously sequenced,2003,S,S,,R,R,R,S,,S,,,S
ERS357369,11791_3#29,ERR439561,Previously sequenced,2003,S,S,,R,R,S,S,,S,,,S
ERS357092,11791_3#2,ERR439534,Previously sequenced,2012,S,S,R,,S,S,S,S,S,S,R,S
ERS357372,11791_3#30,ERR439562,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357376,11791_3#31,ERR439563,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357386,11791_3#32,ERR439564,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,R
ERS357415,11791_3#33,ERR439565,Previously sequenced,2003,S,S,,R,S,S,S,,S,,,S
ERS357418,11791_3#34,ERR439566,Previously sequenced,2003,S,S,,R,R,S,S,,S,,,S
ERS357421,11791_3#35,ERR439567,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS357440,11791_3#36,ERR439568,Previously sequenced,2004,S,S,,S,S,R,S,,S,,,S
ERS357449,11791_3#37,ERR439569,Previously sequenced,2004,S,S,,R,S,S,S,,S,,,S
ERS357578,11791_3#38,ERR439570,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357584,11791_3#39,ERR439571,Previously sequenced,2005,S,S,,R,R,S,S,,S,,,S
ERS357127,11791_3#3,ERR439535,Previously sequenced,2012,S,S,R,,S,S,S,I,S,S,S,S
ERS357585,11791_3#40,ERR439572,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357596,11791_3#41,ERR439573,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357607,11791_3#42,ERR439574,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357614,11791_3#43,ERR439575,Previously sequenced,2005,I,R,,R,R,S,R,,S,,,R
ERS357620,11791_3#44,ERR439576,Previously sequenced,2005,S,S,,R,S,S,S,,S,,,S
ERS357631,11791_3#45,ERR439577,Previously sequenced,2005,S,S,,S,S,S,S,,S,,,S
ERS357644,11791_3#46,ERR439578,Previously sequenced,2006,S,S,,R,R,S,S,,S,,,S
ERS357645,11791_3#47,ERR439579,Previously sequenced,2006,S,S,,S,S,S,S,,S,,,S
ERS357654,11791_3#48,ERR439580,Previously sequenced,2006,S,S,,R,R,S,S,,S,,,S
ERS357667,11791_3#49,ERR439581,Previously sequenced,2007,S,S,,S,S,S,R,,S,,,S
ERS357143,11791_3#4,ERR439536,Previously sequenced,2012,S,S,S,,S,S,S,I,S,S,S,S
ERS357686,11791_3#50,ERR439582,Previously sequenced,2007,S,S,,R,S,S,S,,R,,,S
ERS357695,11791_3#51,ERR439583,Previously sequenced,2007,S,S,,R,R,S,S,,S,,,S
ERS357704,11791_3#52,ERR439584,Previously sequenced,2007,S,S,,R,S,S,S,,S,,,S
ERS357711,11791_3#53,ERR439585,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS357713,11791_3#54,ERR439586,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS357728,11791_3#55,ERR439587,Previously sequenced,2008,S,S,,R,R,R,R,,S,,,R
ERS357729,11791_3#56,ERR439588,Previously sequenced,2008,S,S,,R,R,S,S,,S,,,S
ERS357736,11791_3#57,ERR439589,Previously sequenced,2008,S,S,,R,R,I,R,,S,,,S
ERS357745,11791_3#58,ERR439590,Previously sequenced,2009,S,S,,S,S,S,S,,S,,,S
ERS357753,11791_3#59,ERR439591,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS357147,11791_3#5,ERR439537,Previously sequenced,2012,S,S,S,,S,S,S,S,S,S,S,S
ERS357771,11791_3#60,ERR439592,Previously sequenced,2006,S,S,,S,S,S,S,,S,,,S
ERS357777,11791_3#61,ERR439593,Previously sequenced,2006,S,S,,R,R,R,R,,S,,,S
ERS357800,11791_3#62,ERR439594,Previously sequenced,2007,S,S,,S,S,S,S,,S,,,S
ERS357830,11791_3#63,ERR439595,Previously sequenced,2007,S,S,,R,R,S,S,,R,,,R
ERS357927,11791_3#64,ERR439596,Previously sequenced,2009,S,S,,R,S,S,S,,S,,,S
ERS357946,11791_3#65,ERR439597,Previously sequenced,2009,S,S,,R,R,S,S,,S,,,S
ERS358095,11791_3#66,ERR439598,Previously sequenced,2011,S,S,,R,S,S,S,,S,,,S
ERS358133,11791_3#67,ERR439599,Previously sequenced,2003,S,S,,S,S,S,S,,S,,,S
ERS358136,11791_3#68,ERR439600,Previously sequenced,2012,S,S,R,,S,S,S,I,S,S,S,S
ERS358138,11791_3#69,ERR439601,Previously sequenced,2011,R,R,R,,R,R,R,R,S,S,S,R
ERS357195,11791_3#6,ERR439538,Previously sequenced,2001,S,,,R,R,S,S,,R,,,R
ERS358140,11791_3#70,ERR439602,Previously sequenced,2004,S,S,,R,S,I,R,,S,,,S
ERS358141,11791_3#71,ERR439603,Previously sequenced,2004,S,S,,S,S,I,S,,S,,,S
ERS358144,11791_3#72,ERR439604,Previously sequenced,2004,S,S,,R,S,S,S,,S,,,S
ERS358146,11791_3#73,ERR439605,Previously sequenced,2004,S,S,,S,S,I,S,,S,,,S
